0,0,0,0,0,0,1
5,0,0,0,0,1,1000
-2,5,0,0,0,1,1500
5,0,0,0,0,1,2000
3,-3,0,0,0,1,2000
1,1,0,0,0,1,500
0,0,0,0,0,0,1000
